AccountName,IsPrivate,Name,StageName,Amount,CloseDate,Type,Subscription_Start_Date__c,Subscription_End_Date__c,OTR__c,ASV__c,Users__c
TORRES TRASVINA MIGUEL,0,Opp647,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TORRETAS Y ALARMAS INDUSTRIALES SA DE CV,0,Opp648,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TOVAR LARREA RODOLFO,0,Opp649,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TOVAR VELAZQUEZ BRENDA ARIADNA,0,Opp650,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Tower Trade Group Limited,0,Opp651,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TRABES Y ACEROS NACIONALES SA DE CV,0,Opp652,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TRACTO DIESEL DEL MAR DE CORTEZ SA,0,Opp653,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TRACTORES Y EQUIPOS DE JUAREZ SA DE,0,Opp654,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TRACTOS APACHES DEL NORTE S DE L DE CV,0,Opp655,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TRANS FRIO DEL MAYAB SA DE CV,0,Opp656,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TRANS JUMAVI SA DE CV,0,Opp657,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TRANSPORTES AVIGRAN  S.A. DE C.V.,0,Opp658,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TRANSPORTES DOSG SA DE CV,0,Opp659,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TRANSPORTES ESPECIALIZADOS GAL SA DE CV,0,Opp660,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TRANSPORTES REFRIGERADOS ANCER SA D,0,Opp661,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TRANSPORTES REFRIGERADOS TRA,0,Opp662,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TRANSPORTES REFRIGERADOS TRAMTZ SA DE CV,0,Opp663,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TRANSPORTES Y SERVICIOS GEMINIS SA,0,Opp664,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TRASFER SA DE CV,0,Opp665,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TRINITY INDUSTRY CO LTD,0,Opp666,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Triumph Tool Inc,0,Opp667,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Triumph Tool NC Inc,0,Opp668,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TRW Automotive (Varity Kelsey Hayes),0,Opp669,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
TST Logistics,0,Opp670,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Twin City Die Castings Company,0,Opp671,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
UBOLD MEXICO SA DE CV,0,Opp672,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
UC POLANCO LUIS EDILBERTO,0,Opp673,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
UGARTE CALVA ESPERANZA,0,Opp674,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Uneeda Enterprizes,0,Opp675,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
UNIFOODS SA DE CV,0,Opp676,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Unifor Brass Forgings Inc,0,Opp677,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
UNIFORMES VAZQUEZ S.A. DE C.V.,0,Opp678,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
UNION DE AVICULTORES DE LOS MOCHIS,0,Opp679,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
UNION DE ESTIBADORES SC DE RL DE CV,0,Opp680,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
UNION NACIONAL DE AVICULTORES,0,Opp681,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
UNITED FARMERS COOP,0,Opp682,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
United Oil & Gas Corp.,0,Opp683,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
"United Oil & Gas, Singapore",0,Opp684,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
"United Oil & Gas, UK",0,Opp685,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Universal Music Australia Pty Ltd,0,Opp686,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
University of Arizona,0,Opp687,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
UNIXEL DIVISION INDUSTRIAL SA DE CV,0,Opp688,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
URREA HERRAMIENTAS PROFESIONAL SA C,0,Opp689,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
US Manufacturing,0,Opp690,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Usher Boyd Pty Ltd,0,Opp691,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
UTILITY TRAILERS DE MEXICO SA DE CV,0,Opp692,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
VADILLO BELLO CECILIA,0,Opp693,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
VALDEZ SOTO YADIRA NOHEMI,0,Opp694,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
VALENZUELA CLARK HERIBERTO,0,Opp695,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
VALENZUELA MENDOZA ROSARIO,0,Opp696,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
VALVERDE FERNANDEZ MERCEDES HILDA,0,Opp697,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
VASQUEZ GUERRERO OCTAVIO,0,Opp698,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
VEGA LOPEZ CESAR,0,Opp699,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
VEHICULOS JAPONESES DE LINDA,0,Opp700,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
VELADORAS MISTICAS S. DE R.L. MI,0,Opp701,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
VELAVI SA DE CV,0,Opp702,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
VELEZ VELAZQUEZ FLAVIO,0,Opp703,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
VELIZ HERNANDEZ RICARDO,0,Opp704,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
VENDIV SA DE CV,0,Opp705,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
VER CHEM SA DE C V,0,Opp706,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
VERA ALFARO CARLOS ALBERTO,0,Opp707,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
VERACRUZANA DE AUTOS SA DE CV,0,Opp708,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
VERDUGO MORENO DAVID,0,Opp709,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
VERONICA EMETERIO MUNOZ,0,Opp710,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
VERTTI ESPERON GUILLERMO,0,Opp711,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Vesco Foods Pty Ltd,0,Opp712,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
VIDAL MORENO VICTOR AURELIO,0,Opp713,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Viking Tool & Steel,0,Opp714,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Viral Non Stick Coatings Ltd,0,Opp715,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
VITACEN SA DE CV,0,Opp716,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
VIVIANA MELCHOR GARCIA,0,Opp717,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Vivid Imaginations Ltd,0,Opp718,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Vnice Furniture Co Ltd,0,Opp719,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
VOGEL HORSTEN GUILLERMO,0,Opp720,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
VP CORP SA DE CV,0,Opp721,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
W.B. JOHNSTON GRAIN COMPANY,0,Opp722,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
WABASH VALLEY GRAIN,0,Opp723,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
WACHOVIA SA DE CV,0,Opp724,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
WARLO INMOBILIARIA SA DE CV,0,Opp725,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Waterboger Hardware ShenZhen Co Ltd,0,Opp726,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
WATTS INDUSTRIES FRANCE,0,Opp727,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
WATUSI CART MEDIA SA DE CV,0,Opp728,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Waupaca Foundry,0,Opp729,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
WD MEATS,0,Opp730,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
WEIFANG JINRONG IMPORT AND EXPORT CO LTD,0,Opp731,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
WEIHAI SELECT GARMENT CO LTD,0,Opp732,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
WENZHOU AIHAO PEN TRADE CO. LTD,0,Opp733,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
WENZHOU INTL ECO AND TEC COOPERATION CO LTD,0,Opp734,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
WEST PLAINS COMPANY,0,Opp735,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
WESTCON MEXICO SA DE CV,0,Opp736,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Wide Spark Limited,0,Opp737,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
WirthCo Engineering Inc,0,Opp738,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
WMC LLC,0,Opp739,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Woodcraft Industries Inc,0,Opp740,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
WORLDTECH SA DE CV,0,Opp741,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
WSA DISTRIBUTING DE MEXICO SA DE CV,0,Opp742,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
XIAMEN HONGS AIBI TRADING CO LTD,0,Opp743,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
XIAMEN SHENTAI INDUSTRIAL AND TRADE CO LTD,0,Opp744,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
YAM RODRIGUEZ MIGUEL ANGEL,0,Opp745,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
YANGZHOU HUIMENG ARTS AND CRAFTS CO LTD,0,Opp746,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
YANIN DEL CARMEN PEREZ SERVIN,0,Opp747,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
YAZMIN HERNANDEZ TOLENTINO,0,Opp748,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
YESENIA DE LA CRUZ TORRES,0,Opp749,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
YESENIA GARCIA CRUZ,0,Opp750,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Yiwu Jocy Import and Export Co Ltd,0,Opp751,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
YOLANDA MORALES ORTIZ,0,Opp752,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ZAFIRO CASUAL SA DE CV,0,Opp753,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ZAMORA ASTORGA MARCO ANTONIO,0,Opp754,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ZAMORA MEJIA MARIO ALBERTO,0,Opp755,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ZAPET SRL,0,Opp756,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Zed International Trading Limited,0,Opp757,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ZHAOYUAN CASTTE GARMENT CO LTD,0,Opp758,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Zhejiang Dehua TB Import & Export,0,Opp759,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Zhejiang Haosheng Textile Co Ltd,0,Opp760,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Zhejiang Mingmeng Garments Co Ltd,0,Opp761,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ZHEJIANG SOPOP INDUSTRIAL,0,Opp762,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ZHONG NAM (INDUSTRIAL) CO LTD,0,Opp763,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Zhuhai Sepstar Electronic Co Ltd,0,Opp764,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
1 TC SA DE CV,0,Opp765,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
A and T unlimit Limited,0,Opp766,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
A B COMUNICACION SA DE CV,0,Opp767,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ABASTECEDOR HOSPITALARIO DEL,0,Opp768,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ABASTECEDORA DE METALES Y DERIVADOS SA DE CV,0,Opp769,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ABASTECEDORA DE VALVULAS INTRUMENT,0,Opp770,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ABASTECIMIENTOS INDUSTRIALES GH SA DE CV,0,Opp771,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ABC ALIMENTOS BOTANAS Y CEREALES SAPI DE CV,0,Opp772,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ABICO DIGITAL IMAGING INC,0,Opp773,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ABRAHAM GAXIOLA LAZCANO,0,Opp774,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ACERO APLICADO EN TRANSMISION Y DIS TRIBUCION SA,0,Opp775,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ACEROS Y GALVANIZADOS DE CELAYA SA,0,Opp776,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ACEROS Y SIMILARES S.A. DE C.V.,0,Opp777,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ACEVEDO BOLIO JOSE IGNACIO,0,Opp778,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ACM GLOBAL SERVICES SA DE CV,0,Opp779,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Addis Housewares Ltd,0,Opp780,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ADEGERMEX SA DE CV,0,Opp781,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ADITIVOS Y PREMEZCLAS,0,Opp782,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ADRIAN CEPEDA MONTANTE,0,Opp783,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ADRIANA ZAVALA RAMOS,0,Opp784,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Aerotek Inc,0,Opp785,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
AGENCIA SPHARTA SA DE CV,0,Opp786,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
AGMOTION SA DE CV,0,Opp787,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
AGP GRAIN MARKETING LLC,0,Opp788,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
AGRICULTURA DINAMICA INTEGRAL SA DE,0,Opp789,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
AGROINSUMOS DISAGRO SA DE CV,0,Opp790,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
AGROMIELES DE VERACRUZ S DE RL DE C,0,Opp791,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
AGROSERVICIOS EL JARRON AZUL SPR DE,0,Opp792,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
AGUA CLARA DEL VERGEL SA DE CV,0,Opp793,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
AGUA Y HIELO PUERTO MEXICO S.A. DE,0,Opp794,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Air Liquide America LP,0,Opp795,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
AIRECO S.A DE C.V,0,Opp796,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
AISLOPUERTAS SA DE CV,0,Opp797,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Akzo Nobel Coatings Inc.,0,Opp798,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ALATORRE PEREZ SAMUEL,0,Opp799,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ALATORRE ZALDIVAR LIBRADO EDUARDO,0,Opp800,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ALBERTO BOJORQUEZ MONTOYA,0,Opp801,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Albonair GmbH,0,Opp802,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ALCAMPO DEL BAJIO S.A. DE C.V.,0,Opp803,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ALCOHOLES Y MELAZAS DE MEXICO SA DE,0,Opp804,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ALDAMA RENERO ROMELL WALTER,0,Opp805,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ALDO HERRAMIENTAS PARA CORTE Y TREFILADO SA DE C,0,Opp806,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ALI MENDIOLA CARLOS NAIM,0,Opp807,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ALIMENTOS APH S DE RL DE MI,0,Opp808,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ALIMENTOS BALANCEADOS PENJAMO SA DE,0,Opp809,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ALIMENTOS RAY SA DE CV,0,Opp810,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ALIMENTOS SBF DE MEXICO S DE RL DE CV,0,Opp811,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ALINSUMOS SA DE CV,0,Opp812,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
All Lines Technology,0,Opp813,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Allen & Overy,0,Opp814,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
AllergyZone LLC,0,Opp815,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ALMA JAYET BENCOMO LARA,0,Opp816,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ALMACEN DE GRANOS DE LA PENINSULA S,0,Opp817,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ALMACENES REFRIGERADOS CONSOLIDADOS,0,Opp818,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ALMAGUER JUAREZ CAIN,0,Opp819,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ALMEIDA OROZCO HECTOR JAVIER,0,Opp820,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ALMHER Y ASOCIADOS SC,0,Opp821,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ALRI S.A. DE C.V.,0,Opp822,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ALTAMIRA MEZA MARTHA,0,Opp823,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ALVAREZ GONZALEZ ENRIQUE,0,Opp824,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ALVAREZ LUCERO MAXIMINO,0,Opp825,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ALVAREZ ROBLEDO EDUARDO,0,Opp826,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
AMADA PROCESOS INDUSTRIALES SA DE CV,0,Opp827,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
American Bolt & Screw,0,Opp828,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
AMERICANA MEXICANA DE TELECOMUNICAC,0,Opp829,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Ampar International Pty Ltd,0,Opp830,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ANA GRACIELA JASSO GARCIA,0,Opp831,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ANALITICA DEL NOROESTES.A DE C.V.,0,Opp832,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ANGELICA MARIA PALAFOX VELARDE,0,Opp833,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ANGULO MEZA FRANCISCO ADRIAN,0,Opp834,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ANTONIO GONZALEZ ELIZONDO CABELLO,0,Opp835,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ANTONIO MORALES BARRON,0,Opp836,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ANTONIO VALENCIANO MARRUFO,0,Opp837,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Anunay Fab Ltd,0,Opp838,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
AOC MEXICO SA DE CV,0,Opp839,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
APLICACIONES INDUSTRIALES Y,0,Opp840,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
APLNG,0,Opp841,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ARAUJO MEDINA GERARDO,0,Opp842,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ARC International Group Limited (FOB Ningbo),0,Opp843,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ARCHER DANIELS MIDLAND COMPANY,0,Opp844,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ARCO ENTERPRISES SA DE CV,0,Opp845,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Arla Foods,0,Opp846,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
Arnott Inc,0,Opp847,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ARRENDADORA CAPITA CORPORATION,0,Opp848,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ARTE Y PUBLICIDAD DE CULIACAN SA DE,0,Opp849,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ARTEX INDUSTRIAL LTD,0,Opp850,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ARTICULOS ELECTRICOS INDUSTRIALES,0,Opp851,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ARTICULOS Y MOTORES ELECTRICOS,0,Opp852,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
ARTICULOS Y SERVICIOS EMPRESARIALES,0,Opp853,Closed Won,220000,2011-06-26,New Customer,2013-09-01,2013-09-30,10,20,30
