Account,Name,Date,Downloads,Units,Amount
CATMADER SL,ACCOUNTLEVEL,-8,14952,6399,14258
Tekno Inc,ACCOUNTLEVEL,-8,13258,691,3025
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-8,12794,6402,2527
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-8,14298,11081,3118
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-8,7882,5670,7433
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-8,6906,6487,2028
COMERGALV SA DE CV,ACCOUNTLEVEL,-8,11403,5199,9919
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-8,11834,7432,426
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-8,2326,4821,9237
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-8,6788,11535,13322
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-8,9230,10066,8171
TERENTRO SA DE CV,ACCOUNTLEVEL,-8,11375,10892,4396
FUNTASTIC LIMITED,ACCOUNTLEVEL,-8,6709,3917,3112
DeeTag USA,ACCOUNTLEVEL,-8,10066,10327,13969
Lakeland Village,ACCOUNTLEVEL,-8,7233,11432,7394
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-8,5070,5051,5735
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-8,13841,10264,3610
Do not Use1,ACCOUNTLEVEL,-8,12578,5491,7104
Oil Chem Research Corp,ACCOUNTLEVEL,-8,6000,355,13703
LICK ELEVATOR,ACCOUNTLEVEL,-8,9850,12108,5036
Quanex Screens LLC,ACCOUNTLEVEL,-8,8421,1060,4515
A and T unlimit Limited,ACCOUNTLEVEL,-7,4944,5481,9937
Sienna Gold Ltd,ACCOUNTLEVEL,-7,6259,6491,13992
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-7,12140,4712,11274
Murex N.A. Ltd,ACCOUNTLEVEL,-7,13942,14748,6839
Via Systems,ACCOUNTLEVEL,-7,10167,11572,4733
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-7,4089,14479,1197
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-7,2424,10329,9662
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-7,6684,5309,10193
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-7,13333,9831,12098
Anunay Fab Ltd,ACCOUNTLEVEL,-7,10785,14415,10335
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-7,13896,5540,6633
Jadow B & Sons Inc,ACCOUNTLEVEL,-7,7140,3210,6380
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-7,14891,7719,11820
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-7,9862,5436,11854
Alltech Automotive LLC,ACCOUNTLEVEL,-7,633,5323,8738
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-7,8008,133,12248
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-7,6628,8040,4405
ATTEBURY GRAIN,ACCOUNTLEVEL,-7,836,13987,2526
Vicor,ACCOUNTLEVEL,-7,275,14991,9393
Baja Inc,ACCOUNTLEVEL,-7,9712,10482,6132
National Assn of Printing Ink,ACCOUNTLEVEL,-7,9806,5389,14283
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-7,5933,5225,13070
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-7,7464,13898,3627
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-7,8821,8183,12094
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-7,11491,11008,945
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-7,11131,11533,8072
Triumph Tool NC Inc,ACCOUNTLEVEL,-7,3498,6921,3266
Darta NV,ACCOUNTLEVEL,-7,2839,429,13963
COTY UK LTD,ACCOUNTLEVEL,-7,12824,4870,12689
Deal Partners Limited,ACCOUNTLEVEL,-7,11863,14332,1758
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-7,14405,14469,2277
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-7,7373,3178,12003
GKN Sinter Metals,ACCOUNTLEVEL,-7,14902,1424,12589
AGENCE PRESSE,ACCOUNTLEVEL,-7,13297,10529,2565
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-7,6750,6100,9795
AUREA SOFTWARE INC,ACCOUNTLEVEL,-7,13702,2205,12780
Ocean Sports Wear,ACCOUNTLEVEL,-7,6481,13092,10852
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-7,12722,12236,6719
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-7,10998,12602,11276
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-7,2955,13231,9036
UNIFOODS SA DE CV,ACCOUNTLEVEL,-7,9422,10392,2947
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-7,12971,9076,1505
JARDINS DE NORTENE,ACCOUNTLEVEL,-7,741,7570,8746
Terry Store age spa,ACCOUNTLEVEL,-7,6030,14461,3559
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-7,1982,12804,12874
ST. CLAIR SERVICE,ACCOUNTLEVEL,-7,10893,2195,8459
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-7,14937,4652,6134
CARNES KM SA DE CV,ACCOUNTLEVEL,-7,3318,2820,3277
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-7,9913,12158,256
COMNET SA DE CV,ACCOUNTLEVEL,-7,8219,4983,12061
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-7,5305,6438,4666
FRUITCORP SA DE CV,ACCOUNTLEVEL,-7,11360,6452,8118
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-7,4159,12635,13525
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-7,9913,6591,8470
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-7,5380,3221,12392
K & S Contractors Supply Co,ACCOUNTLEVEL,-7,9394,145,10347
Tioga Hardwoods Inc,ACCOUNTLEVEL,-7,4010,6486,7460
GHCL Limited,ACCOUNTLEVEL,-7,2456,4390,10055
Motion Industries Inc.,ACCOUNTLEVEL,-7,14734,13645,12937
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-7,4704,12638,7953
Quantum Foods,ACCOUNTLEVEL,-7,14622,12942,13970
Family Magazine,ACCOUNTLEVEL,-7,7246,5861,7750
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-7,4985,12500,12662
Innovative Laser Inc,ACCOUNTLEVEL,-7,12390,201,724
Addis Housewares Ltd,ACCOUNTLEVEL,-7,7489,9764,427
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-7,8614,6650,10634
APLNG,ACCOUNTLEVEL,-7,1693,1064,2598
Quince Hungary Kft,ACCOUNTLEVEL,-7,3283,7950,8506
Jandel Scientific Inc.,ACCOUNTLEVEL,-7,10694,7859,1155
Viking Tool & Steel,ACCOUNTLEVEL,-7,1674,9942,4415
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-7,2366,4981,4080
MAPE USA,ACCOUNTLEVEL,-7,4075,11046,4589
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-7,6227,4217,8282
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-7,2529,3808,3507
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-7,11790,14410,7248
M&M SERVICE CO,ACCOUNTLEVEL,-7,2094,11990,4333
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-7,11362,3818,5546
L and P Financial Services Co,ACCOUNTLEVEL,-7,7969,14146,8897
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-7,546,733,6149
CATMADER SL,ACCOUNTLEVEL,-7,13927,7961,12496
Tekno Inc,ACCOUNTLEVEL,-7,8348,7696,12353
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-7,12215,12348,1760
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-7,13765,10659,8738
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-7,8748,923,14415
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-7,10634,1729,8791
COMERGALV SA DE CV,ACCOUNTLEVEL,-7,6552,13070,13243
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-7,5089,6199,5002
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-7,8604,9062,7169
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-7,12720,14947,8508
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-7,789,8121,526
TERENTRO SA DE CV,ACCOUNTLEVEL,-7,11620,13522,684
FUNTASTIC LIMITED,ACCOUNTLEVEL,-7,1149,8607,3277
DeeTag USA,ACCOUNTLEVEL,-7,6219,6881,13639
Lakeland Village,ACCOUNTLEVEL,-7,10093,3002,13650
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-7,7614,13866,7556
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-7,3747,8019,7832
Do not Use1,ACCOUNTLEVEL,-7,10821,5399,14961
Oil Chem Research Corp,ACCOUNTLEVEL,-7,3316,9731,11584
LICK ELEVATOR,ACCOUNTLEVEL,-7,13099,11178,2082
Quanex Screens LLC,ACCOUNTLEVEL,-7,1336,10031,11844
A and T unlimit Limited,ACCOUNTLEVEL,-6,7170,1337,3946
Sienna Gold Ltd,ACCOUNTLEVEL,-6,4977,12446,13465
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-6,3101,5041,12165
Murex N.A. Ltd,ACCOUNTLEVEL,-6,13722,3759,13572
Via Systems,ACCOUNTLEVEL,-6,14577,13046,13
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-6,4315,7597,10123
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-6,3710,5381,7576
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-6,5777,11745,2812
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-6,14031,7104,8151
Anunay Fab Ltd,ACCOUNTLEVEL,-6,1662,9404,8363
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-6,6064,4093,10742
Jadow B & Sons Inc,ACCOUNTLEVEL,-6,10842,12253,3024
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-6,11648,13705,2889
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-6,523,609,13480
Alltech Automotive LLC,ACCOUNTLEVEL,-6,2496,12298,4387
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-6,10599,3037,943
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-6,13152,464,1732
ATTEBURY GRAIN,ACCOUNTLEVEL,-6,232,6689,5172
Vicor,ACCOUNTLEVEL,-6,11071,10002,12097
Baja Inc,ACCOUNTLEVEL,-6,10661,7897,1137
National Assn of Printing Ink,ACCOUNTLEVEL,-6,5319,9655,8666
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-6,7374,14604,14675
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-6,30,11609,6478
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-6,8076,1978,1684
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-6,8579,7062,6472
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-6,14968,13539,14104
Triumph Tool NC Inc,ACCOUNTLEVEL,-6,1237,2118,3585
Darta NV,ACCOUNTLEVEL,-6,3326,1895,7525
COTY UK LTD,ACCOUNTLEVEL,-6,3398,13334,11049
Deal Partners Limited,ACCOUNTLEVEL,-6,2317,7302,6232
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-6,921,8533,4660
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-6,2651,77,12073
GKN Sinter Metals,ACCOUNTLEVEL,-6,10072,7715,6644
AGENCE PRESSE,ACCOUNTLEVEL,-6,3627,3127,4616
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-6,4627,427,14305
AUREA SOFTWARE INC,ACCOUNTLEVEL,-6,13245,5205,7987
Ocean Sports Wear,ACCOUNTLEVEL,-6,8875,1569,5699
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-6,3932,13927,14283
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-6,1722,12404,8849
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-6,10661,11827,3314
UNIFOODS SA DE CV,ACCOUNTLEVEL,-6,11797,14330,10857
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-6,12718,2191,8302
JARDINS DE NORTENE,ACCOUNTLEVEL,-6,7023,2550,12485
Terry Store age spa,ACCOUNTLEVEL,-6,8439,7575,4326
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-6,9286,13927,1521
ST. CLAIR SERVICE,ACCOUNTLEVEL,-6,3510,4499,5670
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-6,1768,7426,2800
CARNES KM SA DE CV,ACCOUNTLEVEL,-6,13434,9456,14067
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-6,8348,4783,6880
COMNET SA DE CV,ACCOUNTLEVEL,-6,13813,5615,6402
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-6,4352,2673,1630
FRUITCORP SA DE CV,ACCOUNTLEVEL,-6,1085,9368,14529
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-6,4703,8694,4647
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-6,8643,9650,8553
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-6,4512,14453,14726
K & S Contractors Supply Co,ACCOUNTLEVEL,-6,12323,6658,13776
Tioga Hardwoods Inc,ACCOUNTLEVEL,-6,5878,9769,3278
GHCL Limited,ACCOUNTLEVEL,-6,1318,6456,3332
Motion Industries Inc.,ACCOUNTLEVEL,-6,2555,8957,9078
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-6,14637,871,10297
Quantum Foods,ACCOUNTLEVEL,-6,2115,6553,8237
Family Magazine,ACCOUNTLEVEL,-6,7359,14239,14012
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-6,11894,3788,3162
Innovative Laser Inc,ACCOUNTLEVEL,-6,11822,329,2478
Addis Housewares Ltd,ACCOUNTLEVEL,-6,259,2336,11551
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-6,14726,6592,6085
APLNG,ACCOUNTLEVEL,-6,14186,6879,557
Quince Hungary Kft,ACCOUNTLEVEL,-6,1227,6782,13538
Jandel Scientific Inc.,ACCOUNTLEVEL,-6,4001,11180,14828
Viking Tool & Steel,ACCOUNTLEVEL,-6,35,14512,2753
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-6,527,11813,11994
MAPE USA,ACCOUNTLEVEL,-6,14198,3188,4159
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-6,12989,8958,5204
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-6,11389,5764,359
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-6,2879,531,10068
M&M SERVICE CO,ACCOUNTLEVEL,-6,1163,12644,11040
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-6,14711,523,9858
L and P Financial Services Co,ACCOUNTLEVEL,-6,1280,9667,6600
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-6,5358,6174,10642
CATMADER SL,ACCOUNTLEVEL,-6,1341,11676,8062
Tekno Inc,ACCOUNTLEVEL,-6,7649,7196,4766
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-6,3079,6803,7835
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-6,621,1023,4844
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-6,6398,6178,1483
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-6,7317,12908,7321
COMERGALV SA DE CV,ACCOUNTLEVEL,-6,14294,12292,9577
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-6,3157,4151,6843
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-6,3294,11323,12912
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-6,563,860,6017
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-6,1142,8460,5916
TERENTRO SA DE CV,ACCOUNTLEVEL,-6,4152,5915,13118
FUNTASTIC LIMITED,ACCOUNTLEVEL,-6,6200,3208,2051
DeeTag USA,ACCOUNTLEVEL,-6,14210,8914,12003
Lakeland Village,ACCOUNTLEVEL,-6,14992,5224,5614
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-6,3015,13914,2883
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-6,11275,1263,4606
Do not Use1,ACCOUNTLEVEL,-6,10200,13984,5803
Oil Chem Research Corp,ACCOUNTLEVEL,-6,2560,12948,8355
LICK ELEVATOR,ACCOUNTLEVEL,-6,7750,10042,11984
Quanex Screens LLC,ACCOUNTLEVEL,-6,10589,13967,12926
A and T unlimit Limited,ACCOUNTLEVEL,-5,4049,10671,3859
Sienna Gold Ltd,ACCOUNTLEVEL,-5,9329,12063,4761
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-5,7955,6971,3062
Murex N.A. Ltd,ACCOUNTLEVEL,-5,7228,7330,4787
Via Systems,ACCOUNTLEVEL,-5,10144,5858,1954
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-5,1919,6630,13140
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-5,5238,1117,7569
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-5,7202,2969,5986
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-5,106,4555,10791
Anunay Fab Ltd,ACCOUNTLEVEL,-5,13534,13077,8359
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-5,7353,3546,14046
Jadow B & Sons Inc,ACCOUNTLEVEL,-5,12255,12499,4117
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-5,12779,3818,10895
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-5,6276,10457,13603
Alltech Automotive LLC,ACCOUNTLEVEL,-5,7644,12435,7156
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-5,167,9954,13785
SPIN MASTER MEXICO SA DE CV,ACCOUNTLEVEL,-5,2517,8000,6269
ATTEBURY GRAIN,ACCOUNTLEVEL,-5,8261,8720,11416
Vicor,ACCOUNTLEVEL,-5,12869,11394,10011
Baja Inc,ACCOUNTLEVEL,-5,14334,9440,2801
National Assn of Printing Ink,ACCOUNTLEVEL,-5,3758,12496,240
MA PATRICIA ROSALES HERNANDEZ,ACCOUNTLEVEL,-5,6179,2665,4802
EVERTIS DE MEXICO SA DE CV,ACCOUNTLEVEL,-5,4287,6243,9297
GENERAL DE CERAMICA S A DE C V,ACCOUNTLEVEL,-5,3711,11686,13670
GRUPO VACTREK SA DE CV,ACCOUNTLEVEL,-5,13829,9855,180
JUAN ANGEL FLORES AGUIRRE,ACCOUNTLEVEL,-5,8730,5756,3657
Triumph Tool NC Inc,ACCOUNTLEVEL,-5,3264,6077,4624
Darta NV,ACCOUNTLEVEL,-5,11678,8383,9728
COTY UK LTD,ACCOUNTLEVEL,-5,11605,4443,3190
Deal Partners Limited,ACCOUNTLEVEL,-5,2046,2434,11180
IRISA ADHESIVES CORPORATION SA DE CV,ACCOUNTLEVEL,-5,1601,1627,10936
BOESDORFER & BOESDORFER INC,ACCOUNTLEVEL,-5,14927,581,10618
GKN Sinter Metals,ACCOUNTLEVEL,-5,1164,12364,14682
AGENCE PRESSE,ACCOUNTLEVEL,-5,3980,12498,7127
Vesco Foods Pty Ltd,ACCOUNTLEVEL,-5,13112,1122,666
AUREA SOFTWARE INC,ACCOUNTLEVEL,-5,8040,627,14783
Ocean Sports Wear,ACCOUNTLEVEL,-5,2516,6152,13303
NOVA INSTRUMENTS SERVICE SA DE CV,ACCOUNTLEVEL,-5,344,6101,6685
RAUL MORALES RAMIREZ,ACCOUNTLEVEL,-5,1127,1797,10627
STANLEY BOSTITCH SA DE CV,ACCOUNTLEVEL,-5,9492,4320,12255
UNIFOODS SA DE CV,ACCOUNTLEVEL,-5,14240,2565,13826
TOMAS MARTINEZ PATLAN,ACCOUNTLEVEL,-5,13276,2534,8664
JARDINS DE NORTENE,ACCOUNTLEVEL,-5,13332,10456,9859
Terry Store age spa,ACCOUNTLEVEL,-5,12537,709,2911
Goldie Marketing Pty Ltd,ACCOUNTLEVEL,-5,8790,1494,12467
ST. CLAIR SERVICE,ACCOUNTLEVEL,-5,4893,13888,10080
Scottish Shellfish Marketing Group Ltd,ACCOUNTLEVEL,-5,10971,6466,689
CARNES KM SA DE CV,ACCOUNTLEVEL,-5,11519,12096,6170
COMERCIALIZADORA UNICOR SA DE CV,ACCOUNTLEVEL,-5,7876,8752,8964
COMNET SA DE CV,ACCOUNTLEVEL,-5,12073,11169,10369
DISTRIB Y COMERC KOWALSKY SA DE CV,ACCOUNTLEVEL,-5,5800,14309,6338
FRUITCORP SA DE CV,ACCOUNTLEVEL,-5,2163,9557,8552
ORIGINALES THELVA SA DE CV,ACCOUNTLEVEL,-5,2545,7714,11488
SISTEMAS MECANICOS E HIDRAULICOS SA DE CV,ACCOUNTLEVEL,-5,5843,11391,14354
COMERCIALIZADORA RIMATOM SA de CV,ACCOUNTLEVEL,-5,3175,8987,1395
K & S Contractors Supply Co,ACCOUNTLEVEL,-5,8825,7285,609
Tioga Hardwoods Inc,ACCOUNTLEVEL,-5,4101,12862,5096
GHCL Limited,ACCOUNTLEVEL,-5,12083,11209,1332
Motion Industries Inc.,ACCOUNTLEVEL,-5,6488,11701,9731
SUKETU ORGANICS PRIVATE LIMITED,ACCOUNTLEVEL,-5,12592,1972,306
Quantum Foods,ACCOUNTLEVEL,-5,13878,156,14731
Family Magazine,ACCOUNTLEVEL,-5,6381,171,9616
PROGRESSIVE AG PARTNERS,ACCOUNTLEVEL,-5,8545,864,7173
Innovative Laser Inc,ACCOUNTLEVEL,-5,3357,3355,13150
Addis Housewares Ltd,ACCOUNTLEVEL,-5,10257,8028,418
SIGMADIS BRIGNAIS,ACCOUNTLEVEL,-5,230,488,5632
APLNG,ACCOUNTLEVEL,-5,8123,4081,1796
Quince Hungary Kft,ACCOUNTLEVEL,-5,4867,1794,8515
Jandel Scientific Inc.,ACCOUNTLEVEL,-5,2670,8944,12819
Viking Tool & Steel,ACCOUNTLEVEL,-5,454,3995,8154
HIELO Y REFRIGERACION DE CABORCA SA DE CV,ACCOUNTLEVEL,-5,11773,297,14784
MAPE USA,ACCOUNTLEVEL,-5,3174,3388,3841
CONSORCIO DE ALIM DEL CARIBE SA DE CV,ACCOUNTLEVEL,-5,6292,5186,12768
PRODUCCIONES AGRICOLA DE TABASCO SA CV,ACCOUNTLEVEL,-5,190,7255,5424
RICARDO ALEJANDRO DE LEON PEDROZA,ACCOUNTLEVEL,-5,11342,2698,3408
M&M SERVICE CO,ACCOUNTLEVEL,-5,425,5345,2951
CARROLLTON FARMERS ELEVATOR CO,ACCOUNTLEVEL,-5,124,1459,11505
L and P Financial Services Co,ACCOUNTLEVEL,-5,8794,5266,12757
Ingenieria y Maquinaria de Guadalupe SA de CV,ACCOUNTLEVEL,-5,14667,9890,13274
CATMADER SL,ACCOUNTLEVEL,-5,6888,10485,4393
Tekno Inc,ACCOUNTLEVEL,-5,6994,4307,7084
LUIS MANUEL REYES VAZQUEZ,ACCOUNTLEVEL,-5,1361,9411,8522
COMPUESPECIALISTAS DE SONORA SA DE CV,ACCOUNTLEVEL,-5,2584,6947,4748
CRIBAS Y ARRENDAMIENTOS SA DE CV,ACCOUNTLEVEL,-5,11902,8381,6034
PRODUCTOS CRIBADOS DEL NOROESTE SA DE CV,ACCOUNTLEVEL,-5,10113,6173,11267
COMERGALV SA DE CV,ACCOUNTLEVEL,-5,1102,10160,11525
FABRICA DE HIGIENICOS Y TUBOS DECARTON SA DE CV,ACCOUNTLEVEL,-5,207,4012,9345
ORGANIZACION EMPRESARIAL POSTES Y CONSTRUCCIONES S,ACCOUNTLEVEL,-5,4828,14546,8142
Pintura Estampado y Montaje Sapi de CV,ACCOUNTLEVEL,-5,11309,5996,14071
PROD Y DIS VER FRESCAS GUIJOSA SC RL CV,ACCOUNTLEVEL,-5,10983,7975,11836
TERENTRO SA DE CV,ACCOUNTLEVEL,-5,5124,6204,12212
FUNTASTIC LIMITED,ACCOUNTLEVEL,-5,3082,1008,1797
DeeTag USA,ACCOUNTLEVEL,-5,1169,5454,1030
Lakeland Village,ACCOUNTLEVEL,-5,10530,8549,8754
CHAOAN SWEET BEST FOOD CO LTD,ACCOUNTLEVEL,-5,1510,10245,7998
Cadbury Beverages Div Cadbury,ACCOUNTLEVEL,-5,5275,5322,4471
Do not Use1,ACCOUNTLEVEL,-5,12440,10812,2710
Oil Chem Research Corp,ACCOUNTLEVEL,-5,6022,5136,925
LICK ELEVATOR,ACCOUNTLEVEL,-5,11571,8689,10734
Quanex Screens LLC,ACCOUNTLEVEL,-5,10336,8189,11973
A and T unlimit Limited,ACCOUNTLEVEL,-4,9375,12890,12110
Sienna Gold Ltd,ACCOUNTLEVEL,-4,10884,2643,3197
COLD EXPRESS SA DE CV,ACCOUNTLEVEL,-4,14858,6920,11657
Murex N.A. Ltd,ACCOUNTLEVEL,-4,4330,1298,7105
Via Systems,ACCOUNTLEVEL,-4,4321,60,5975
DAKTEL COMUNICACIONES SA DE CV,ACCOUNTLEVEL,-4,392,5709,6709
DLI REFACCIONES Y SERVICIOS INTEGTRALES S DE RL DE,ACCOUNTLEVEL,-4,2068,11125,11989
OBED GERARDO ARELLANO GUTIERREZ,ACCOUNTLEVEL,-4,2798,967,9347
REFRIGERACION COMER AGROPECU,ACCOUNTLEVEL,-4,7895,6837,10000
Anunay Fab Ltd,ACCOUNTLEVEL,-4,4033,2971,13777
SUPER URECOAT INDUSTRIES,ACCOUNTLEVEL,-4,1153,4960,13040
Jadow B & Sons Inc,ACCOUNTLEVEL,-4,6609,426,5058
Republic of Nauru Phosphate (RONPHOS) Corporation,ACCOUNTLEVEL,-4,13392,13065,12974
CARHLUC CARROCERIAS Y REMOLQUES SA DE CV,ACCOUNTLEVEL,-4,1551,2004,11005
Alltech Automotive LLC,ACCOUNTLEVEL,-4,14528,13005,4966
DALE VALOR A MEXICO SC,ACCOUNTLEVEL,-4,11867,2355,5650
